SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-10-1996,Townhouse,4 E Oxford Ave E,Alexandria,VA,22301,899900,3,2.5,DEL RAY,1476,3160,1974,12,610,,Pending,,,https://www.redfin.com/VA/Alexandria/4-E-Oxford-Ave-22301/home/11846536,BRIGHT MLS,VAAX2011924,N,Y,38.8268358,-77.061056
Redfin Data,,Townhouse,2881 Lowen Valley Rd,Alexandria,VA,22303,899900,3,4.0,Alexandria,2639,1298,2019,4,341,200,Pre On-Market,,,https://www.redfin.com/VA/Alexandria/2881-Lowen-Valley-Rd-22303/home/167776913,Coming Soon,85647,N,Y,38.7827993,-77.0815501
PAST SALE,June-28-1990,Single Family Residential,2232 Glasgow Rd,Alexandria,VA,22307,899900,4,2.0,HOLLIN HILLS,2328,17121,1953,5,387,,Pending,,,https://www.redfin.com/VA/Alexandria/2232-Glasgow-Rd-22307/home/9795290,BRIGHT MLS,VAFX2068690,N,Y,38.7606592,-77.0696003
MLS Listing,,Single Family Residential,803 Russell Rd,Alexandria,VA,22301,899500,5,4.5,TEMPLE PARK,3803,5304,,74,237,,Active,,,https://www.redfin.com/VA/Alexandria/803-Russell-Rd-22301/home/11845949,BRIGHT MLS,VAAX2010130,N,Y,38.8142954,-77.0649685
MLS Listing,,Single Family Residential,7110 Marine Dr,Alexandria,VA,22307,899000,4,3.0,MARLAN FOREST,2794,12864,1953,5,322,,Active,,,https://www.redfin.com/VA/Alexandria/7110-Marine-Dr-22307/home/9796123,BRIGHT MLS,VAFX2072766,N,Y,38.7624902,-77.0575932
PAST SALE,December-29-2017,Townhouse,131 Cambria Walk,Alexandria,VA,22304,899000,5,4.5,OAKLAND HALL,2564,,2017,19,351,229,Pending,,,https://www.redfin.com/VA/Alexandria/131-Cambria-Walk-22304/home/113546804,BRIGHT MLS,VAAX2011614,N,Y,38.8098029,-77.1215363
MLS Listing,,Single Family Residential,1712 Oakcrest Dr,Alexandria,VA,22302,899000,4,3.0,DYES OAKCREST,1900,4700,1953,18,473,,Active,,,https://www.redfin.com/VA/Alexandria/1712-Oakcrest-Dr-22302/home/11852026,BRIGHT MLS,VAAX2013126,N,Y,38.8315816,-77.0836746
MLS Listing,,Single Family Residential,8617 Highgate Rd,Alexandria,VA,22308,899000,4,3.0,STRATFORD LANDING,2524,11745,1963,12,356,,Active,,,https://www.redfin.com/VA/Alexandria/8617-Highgate-Rd-22308/home/9818695,BRIGHT MLS,VAFX2070584,N,Y,38.7225818,-77.0732202
MLS Listing,,Single Family Residential,4323 Adrienne Dr,Alexandria,VA,22309,899000,5,2.5,SOUTHWOOD,2704,14012,1969,4,332,,Active,,,https://www.redfin.com/VA/Alexandria/4323-Adrienne-Dr-22309/home/9825853,BRIGHT MLS,VAFX2073540,N,Y,38.7126169,-77.1083681
PAST SALE,May-22-2008,Single Family Residential,9412 Forest Haven Dr,Alexandria,VA,22309,899000,4,3.0,YACHT HAVEN ESTATES,3329,23605,1955,12,270,,Pending,,,https://www.redfin.com/VA/Alexandria/9412-Forest-Haven-Dr-22309/home/9827055,BRIGHT MLS,VAFX2067070,N,Y,38.7031537,-77.1131218
MLS Listing,,Condo/Co-op,610 N West St #604,Alexandria,VA,22314,899000,2,2.0,COLECROFT,1547,,1987,4,581,778,Active,,,https://www.redfin.com/VA/Alexandria/610-N-West-St-22314/unit-604/home/11870633,BRIGHT MLS,VAAX2013538,N,Y,38.8119813,-77.0538379
MLS Listing,,Townhouse,123 N Peyton St,Alexandria,VA,22314,899000,3,1.5,1101 KING ST,1496,1871,1943,24,601,,Contingent,,,https://www.redfin.com/VA/Alexandria/123-N-Peyton-St-22314/home/11839693,BRIGHT MLS,VAAX2012152,N,Y,38.8068319,-77.0553101
PAST SALE,July-28-1993,Single Family Residential,3011 Cunningham Dr,Alexandria,VA,22309,899000,5,2.5,WESSYNTON,3500,18561,1968,3,257,75,Pending,,,https://www.redfin.com/VA/Alexandria/3011-Cunningham-Dr-22309/home/9828153,BRIGHT MLS,VAFX2068096,N,Y,38.7186585,-77.081314
MLS Listing,,Condo/Co-op,1201 N Royal St #203,Alexandria,VA,22314,898000,1,2.0,Alexandria,952,,2021,578,943,901,Active,,,https://www.redfin.com/VA/Alexandria/1201-N-Royal-St-22314/unit-203/home/175714539,BRIGHT MLS,VAAX253008,N,Y,38.8174228,-77.0403898
New Construction Plan,,Condo/Co-op,Residence B2,Alexandria,VA,22314,898000,1,2.0,Muse Old Town,952,,,,943,,Active,,,https://www.redfin.com/VA/Alexandria/Muse-Old-Town/Residence-B2/home/174327240,NewHomeSource.com,Plan-191825652,N,Y,38.816544,-77.0396838
PAST SALE,April-16-2018,Single Family Residential,6051 Shaffer Dr,Alexandria,VA,22310,895000,4,3.0,VILLAGES AT HUNTINGTON,2962,8819,1994,23,302,,Pending,,,https://www.redfin.com/VA/Alexandria/6051-Shaffer-Dr-22310/home/9763864,BRIGHT MLS,VAFX2067452,N,Y,38.784521382,-77.08203881
PAST SALE,June-27-2005,Single Family Residential,8318 Woodacre St,Alexandria,VA,22308,895000,5,3.5,COLLINGWOOD SPRINGS,2831,10517,1964,3,316,,Pending,,,https://www.redfin.com/VA/Alexandria/8318-Woodacre-St-22308/home/9820984,BRIGHT MLS,VAFX2059594,N,Y,38.7328632,-77.0606513
MLS Listing,,Townhouse,3447 25th Ct S,Arlington,VA,22206,890000,3,3.0,BOWMANS HILL,2200,2530,2007,33,405,82,Active,,,https://www.redfin.com/VA/Arlington/3447-25th-Ct-S-22206/home/11282177,BRIGHT MLS,VAAR2016036,N,Y,38.8458287,-77.0842591
PAST SALE,,Townhouse,2824 Red Star Ln,Alexandria,VA,22303,888000,4,4.0,PENN DAW TOWNHOUSES,3050,1540,2019,35,291,200,Pending,,,https://www.redfin.com/VA/Alexandria/2824-Red-Star-Ln-22303/home/167776898,BRIGHT MLS,VAFX2061078,N,Y,38.783155,-77.080976
MLS Listing,,Single Family Residential,21 E Braddock Rd,Alexandria,VA,22301,885000,3,2.0,ROSEMONT PARK,1624,3650,1930,4,545,,Active,,,https://www.redfin.com/VA/Alexandria/21-E-Braddock-Rd-22301/home/11845901,BRIGHT MLS,VAAX2013846,N,Y,38.8153683,-77.0605614
PAST SALE,October-29-1975,Townhouse,1614 Commonwealth Ave,Alexandria,VA,22301,885000,3,3.0,Alexandria,2093,1568,1969,1,423,,Pending,,,https://www.redfin.com/VA/Alexandria/1614-Commonwealth-Ave-22301/home/11846231,BRIGHT MLS,VAAX2013640,N,Y,38.8207042,-77.0633496
MLS Listing,,Condo/Co-op,1600 Prince St #600,Alexandria,VA,22314,885000,3,2.0,1600 PRINCE STREET,1635,,1982,5,541,508,Contingent,,,https://www.redfin.com/VA/Alexandria/1600-Prince-St-22314/unit-600/home/11867040,BRIGHT MLS,VAAX2013206,N,Y,38.8050253,-77.0573908
New Construction Plan,,Townhouse,Stevenson,Alexandria,VA,22312,884900,3,2.0,Bren Pointe,2763,,,,320,,Active,,,https://www.redfin.com/VA/Alexandria/Bren-Pointe/Stevenson/home/177539342,NewHomeSource.com,Plan-191895940,N,Y,38.8050212,-77.1436754
MLS Listing,,Townhouse,1737 Belle Haven Rd,Alexandria,VA,22307,879000,4,3.5,OLDE BELHAVEN TOWNE,2205,2812,1965,11,399,48,Active,,,https://www.redfin.com/VA/Alexandria/1737-Belle-Haven-Rd-22307/home/9764076,BRIGHT MLS,VAFX2070726,N,Y,38.7807109,-77.062087
MLS Listing,,Single Family Residential,1010 Neal Dr,Alexandria,VA,22308,879000,4,3.0,COLLINGWOOD ON THE POTOM,2491,15616,1962,88,353,,Active,,,https://www.redfin.com/VA/Alexandria/1010-Neal-Dr-22308/home/9820631,BRIGHT MLS,VAFX2054980,N,Y,38.7293538,-77.0501724
MLS Listing,,Single Family Residential,6161 Foxcroft Rd,Alexandria,VA,22307,875000,3,2.5,BELLE HAVEN,3238,10915,1963,6,270,,Contingent,,,https://www.redfin.com/VA/Alexandria/6161-Foxcroft-Rd-22307/home/9762247,BRIGHT MLS,VAFX2070042,N,Y,38.783715,-77.0697156
MLS Listing,,Townhouse,1927 Richmond Hwy,Alexandria,VA,22301,875000,3,2.5,POTOMAC YARD,1860,,2015,17,470,256,Contingent,,,https://www.redfin.com/VA/Alexandria/1927-Richmond-Hwy-22301/home/113546529,BRIGHT MLS,VAAX2013380,N,Y,38.824136,-77.049784
MLS Listing,,Single Family Residential,7106 Colgate Dr,Alexandria,VA,22307,875000,5,3.0,HOLLIN GLEN,2400,8480,1969,39,365,,Contingent,,,https://www.redfin.com/VA/Alexandria/7106-Colgate-Dr-22307/home/9795714,BRIGHT MLS,VAFX2062922,N,Y,38.7632367,-77.064249
MLS Listing,,Single Family Residential,6029 Shaffer Dr,Alexandria,VA,22310,875000,5,3.5,WILTON HALL,3160,13198,1970,5,277,,Active,,,https://www.redfin.com/VA/Alexandria/6029-Shaffer-Dr-22310/home/9759403,BRIGHT MLS,VAFX2069774,N,Y,38.7859323,-77.0841242
MLS Listing,,Single Family Residential,836-A 31st St S,Arlington,VA,22202,875000,3,2.0,OAKCREST,1850,6011,1960,5,473,,Active,,,https://www.redfin.com/VA/Arlington/836-31st-St-S-22202/unit-A/home/11277063,BRIGHT MLS,VAAR2017512,N,Y,38.84511,-77.061667
MLS Listing,,Townhouse,501 E Nelson Ave,Alexandria,VA,22301,875000,2,2.5,LINDEN GARDENS,1356,4491,1939,10,645,,Active,,,https://www.redfin.com/VA/Alexandria/501-E-Nelson-Ave-22301/home/11844129,BRIGHT MLS,VAAX2013644,N,Y,38.8196298,-77.0548591
For-Sale-by-Owner Listing,,Single Family Residential,4105 Colonial Ave,Alexandria,VA,22309,874999,6,4.0,Alexandria,3646,,1950,58,240,,Active,,,https://www.redfin.com/VA/Alexandria/4105-Colonial-Ave-22309/home/9826228,FSBO.com,529999,N,Y,38.7195603,-77.1028723
PAST SALE,April-21-2017,Townhouse,2404 Gretter Pl,Alexandria,VA,22311,874900,3,3.5,STONEGATE,2996,2376,1999,3,292,129,Pending,,,https://www.redfin.com/VA/Alexandria/2404-Gretter-Pl-22311/home/11875287,BRIGHT MLS,VAAX2012790,N,Y,38.8326361,-77.1099751
MLS Listing,,Townhouse,2867 Hokie Ln,Alexandria,VA,22306,871564,4,4.0,NORTH HILL,2558,3000,2022,66,341,112,Active,,,https://www.redfin.com/VA/Community/2867-Hokie-Ln-22306/home/178937296,BRIGHT MLS,VAFX2059786,N,Y,38.759483,-77.082101
MLS Listing,,Townhouse,2805 Mosby St,Alexandria,VA,22305,870000,4,2.0,WARWICK VILLAGE,1653,2870,1955,91,526,,Active,,,https://www.redfin.com/VA/Alexandria/2805-Mosby-St-22305/home/11847523,BRIGHT MLS,VAAX2008866,N,Y,38.831224,-77.064239
MLS Listing,,Single Family Residential,8002 Hamilton Ln,Alexandria,VA,22308,867000,3,3.0,HOLLIN HALL VILLAGE,1524,9857,1950,18,569,,Active,,,https://www.redfin.com/VA/Alexandria/8002-Hamilton-Ln-22308/home/9817652,BRIGHT MLS,VAFX2070878,N,Y,38.7408241,-77.0588074
MLS Listing,,Single Family Residential,5836 Valley View Dr,Alexandria,VA,22310,865000,5,3.0,CRIST SUBDIVISION,2256,15096,1986,3,383,,Active,,,https://www.redfin.com/VA/Alexandria/5836-Valley-View-Dr-22310/home/9752873,BRIGHT MLS,VAFX2069302,N,Y,38.7909564,-77.1516171
MLS Listing,,Townhouse,2841 Hokie Ln,Alexandria,VA,22306,864925,4,4.0,NORTH HILL,2558,3000,,30,338,112,Active,,,https://www.redfin.com/VA/Community/2841-Hokie-Ln-22306/home/179312787,BRIGHT MLS,VAFX2068000,N,Y,38.759483,-77.082101
MLS Listing,,Single Family Residential,807 E Timber Branch Pkwy,Alexandria,VA,22302,860000,4,3.0,TIMBER BRNCH TEMPLE TERR,2557,7387,1959,18,336,,Contingent,,,https://www.redfin.com/VA/Alexandria/807-E-Timber-Branch-Pkwy-22302/home/11849715,BRIGHT MLS,VAAX2013276,N,Y,38.8227942,-77.0758957
New Construction Plan,,Townhouse,Quaker,Alexandria,VA,22312,859900,3,2.0,Bren Pointe,2237,,,,384,,Active,,,https://www.redfin.com/VA/Alexandria/Bren-Pointe/Quaker/home/177068569,NewHomeSource.com,Plan-191895939,N,Y,38.8050212,-77.1436754
MLS Listing,,Condo/Co-op,635 Slaters Ln #407,Alexandria,VA,22314,859900,2,2.0,LAND OF TOWNGATE,1266,,1986,49,679,550,Active,,,https://www.redfin.com/VA/Alexandria/635-Slaters-Ln-22314/unit-407/home/179097119,BRIGHT MLS,VAAX2011942,N,Y,38.8227587,-77.0428187
PAST SALE,December-12-2013,Townhouse,3305 Kemper Rd,Arlington,VA,22206,859500,3,3.5,SHIRLINGTON CREST,2480,930,2009,21,347,135,Pending,,,https://www.redfin.com/VA/Arlington/3305-Kemper-Rd-22206/home/28680657,BRIGHT MLS,VAAR2016518,N,Y,38.845175,-77.084801
MLS Listing,,Single Family Residential,8421 Crossley,Alexandria,VA,22308,850000,5,2.5,WAYNEWOOD,2286,10576,1961,19,372,,Contingent,,,https://www.redfin.com/VA/Alexandria/8421-Crossley-Pl-22308/home/9820424,BRIGHT MLS,VAFX2066506,N,Y,38.7272586,-77.0566038
PAST SALE,June-9-2014,Townhouse,1002 N Columbus St,Alexandria,VA,22314,849900,3,1.5,WESTOVER,1550,2326,1925,17,548,,Pending,,,https://www.redfin.com/VA/Alexandria/1002-N-Columbus-St-22314/home/11859041,BRIGHT MLS,VAAX2012832,N,Y,38.815668,-77.04611
MLS Listing,,Townhouse,1052 N Royal St,Alexandria,VA,22314,849900,2,2.5,WATERGATE OF ALEXANDRIA,1580,,1977,19,538,662,Active,,,https://www.redfin.com/VA/Alexandria/1052-N-Royal-St-22314/home/11860162,BRIGHT MLS,VAAX2013188,N,Y,38.815251,-77.041931
PAST SALE,August-27-2004,Townhouse,329-A Clifford Ave,Alexandria,VA,22305,849900,3,2.5,ST ELMO,1504,1982,1925,3,565,,Pending,,,https://www.redfin.com/VA/Alexandria/329a-Clifford-Ave-22305/home/143501915,BRIGHT MLS,VAAX2013244,N,Y,38.831919,-77.0537255
MLS Listing,,Townhouse,4640 Kirkland Pl,Alexandria,VA,22311,849900,3,3.0,STONEGATE,2424,2138,1996,17,351,124,Contingent,,,https://www.redfin.com/VA/Alexandria/4640-Kirkland-Pl-22311/home/11872784,BRIGHT MLS,VAAX2013372,N,Y,38.8336168,-77.1094919
MLS Listing,,Condo/Co-op,635 Slaters Ln #107,Alexandria,VA,22314,849900,2,2.0,LAND OF TOWNGATE,1408,,1986,48,604,550,Contingent,,,https://www.redfin.com/VA/Alexandria/635-Slaters-Ln-22314/unit-107/home/179101231,BRIGHT MLS,VAAX2011922,N,Y,38.8227587,-77.0428187
MLS Listing,,Single Family Residential,710 N Patrick St,Alexandria,VA,22314,849700,3,2.0,OLD TOWN ALEXANDRIA,1590,2168,1996,91,534,,Active,,,https://www.redfin.com/VA/Alexandria/710-N-Patrick-St-22314/home/11840366,BRIGHT MLS,VAAX2009620,N,Y,38.8127106,-77.0489693
MLS Listing,,Townhouse,16 E Monroe Ave Unit A,Alexandria,VA,22301,849000,3,2.0,NW ALEXANDRIA IMPR CO,1377,3375,1940,19,617,,Active,,,https://www.redfin.com/VA/Alexandria/16-E-Monroe-Ave-22301/unit-A/home/28607228,BRIGHT MLS,VAAX2013060,N,Y,38.820372,-77.0618206
PAST SALE,April-20-2001,Single Family Residential,8602 Pilgrim Ct,Alexandria,VA,22308,848500,4,2.5,FORT HUNT MANOR,2248,10946,1971,4,377,,Pending,,,https://www.redfin.com/VA/Alexandria/8602-Pilgrim-Ct-22308/home/9821003,BRIGHT MLS,VAFX2065198,N,Y,38.7235529,-77.0619555
MLS Listing,,Townhouse,2415 Gorgas Pl,Alexandria,VA,22311,845000,3,3.5,STONEGATE,2205,2925,1998,13,383,129,Contingent,,,https://www.redfin.com/VA/Alexandria/2415-Gorgas-Pl-22311/home/11872814,BRIGHT MLS,VAAX2013064,N,Y,38.8329325,-77.1097504
MLS Listing,,Single Family Residential,5402 Waycross Dr,Alexandria,VA,22310,840000,4,2.5,BUSH HILL WOODS,2132,10599,1970,32,394,,Active,,,https://www.redfin.com/VA/Alexandria/5402-Waycross-Dr-22310/home/9751735,BRIGHT MLS,VAFX2063196,N,Y,38.7919527,-77.127191
PAST SALE,March-29-2012,Townhouse,821 Green St,Alexandria,VA,22314,840000,3,2.5,HUNTING CREEK HOMES,1954,3352,1940,4,430,,Pending,,,https://www.redfin.com/VA/Alexandria/821-Green-St-22314/home/11862066,BRIGHT MLS,VAAX2012852,N,Y,38.7963171,-77.050892
PAST SALE,June-2-2014,Townhouse,107 Commonwealth Ave,Alexandria,VA,22301,840000,2,2.0,ROSEMONT,1235,2299,1940,14,680,,Pending,,,https://www.redfin.com/VA/Alexandria/107-Commonwealth-Ave-22301/home/11843353,BRIGHT MLS,VAAX2012180,N,Y,38.8092632,-77.0603252
PAST SALE,December-11-2019,Single Family Residential,6803 Lamp Post Ln,Alexandria,VA,22306,835000,4,3.0,STONEYBROOKE,3589,11185,1973,7,233,,Pending,,,https://www.redfin.com/VA/Alexandria/6803-Lamp-Post-Ln-22306/home/9790112,BRIGHT MLS,VAFX2070304,N,Y,38.7692604,-77.0968481
PAST SALE,June-25-1990,Townhouse,5206 Cottingham Pl,Alexandria,VA,22304,830000,3,4.0,LANDMARK MEWS,2945,2208,1983,1,282,165,Pending,,,https://www.redfin.com/VA/Alexandria/5206-Cottingham-Pl-22304/home/9724936,BRIGHT MLS,VAFX2060696,N,Y,38.8113219,-77.145538
MLS Listing,,Townhouse,1912 Duffield Ln,Alexandria,VA,22307,829000,4,3.5,BELLE HAVEN ON THE GREEN,2287,3132,1986,18,362,145,Active,,,https://www.redfin.com/VA/Alexandria/1912-Duffield-Ln-22307/home/9763844,BRIGHT MLS,VAFX2062510,N,Y,38.7890369,-77.0633945
New Construction Plan,,Townhouse,Kempton IV,Alexandria,VA,22306,828990,5,4.5,North Hill,2558,,,,324,,Active,,,https://www.redfin.com/VA/Alexandria/North-Hill/Kempton-IV/home/178785641,NewHomeSource.com,Plan-191931295,N,Y,38.759468,-77.082101
MLS Listing,,Townhouse,05 Mountaineer Dr,Alexandria,VA,22306,828990,5,4.5,NORTH HILL,2558,3000,2021,184,324,112,Active,,,https://www.redfin.com/VA/Alexandria/05-Mountaineer-DR-22306/home/177496450,BRIGHT MLS,VAFX2026746,N,Y,38.75907592,-77.08256131
PAST SALE,July-1-2016,Single Family Residential,4208 Pickering Pl,Alexandria,VA,22309,825000,4,2.5,SOUTHWOOD,2100,14012,1969,25,393,,Pending,,,https://www.redfin.com/VA/Alexandria/4208-Pickering-Pl-22309/home/9825894,BRIGHT MLS,VAFX2068946,N,Y,38.7135924,-77.1056596
PAST SALE,June-17-2019,Single Family Residential,6305 Seventh St,Alexandria,VA,22312,825000,4,3.0,LINCOLNIA PARK,2035,22806,1950,6,405,,Pending,,,https://www.redfin.com/VA/Alexandria/6305-7th-St-22312/home/9724129,BRIGHT MLS,VAFX2054132,N,Y,38.8152729,-77.1495724
MLS Listing,,Single Family Residential,3133 S Glebe Rd,Arlington,VA,22202,825000,2,2.0,OAKCREST,1026,7354,1938,14,804,,Active,,,https://www.redfin.com/VA/Arlington/3133-S-Glebe-Rd-22202/home/11277077,BRIGHT MLS,VAAR2017284,N,Y,38.845886,-77.063471
MLS Listing,,Townhouse,102 E Glendale Ave,Alexandria,VA,22301,825000,3,2.0,BRENTON,1458,2500,1954,3,566,,Active,,,https://www.redfin.com/VA/Alexandria/102-E-Glendale-Ave-22301/home/11845793,BRIGHT MLS,VAAX2013694,N,Y,38.817079,-77.061155
PAST SALE,June-30-2016,Townhouse,21 Myrtle St E Unit A,Alexandria,VA,22301,825000,2,2.0,DEL RAY/ROSEMONT,1383,2500,1940,7,597,,Pending,,,https://www.redfin.com/VA/Alexandria/21-E-Myrtle-St-22301/unit-A/home/22667988,BRIGHT MLS,VAAX2012872,N,Y,38.814822,-77.06053
MLS Listing,,Single Family Residential,6263 Gentle Ln,Alexandria,VA,22310,825000,4,2.5,KINGS LANDING,1952,8400,1984,5,423,9,Active,,,https://www.redfin.com/VA/Alexandria/6263-Gentle-Ln-22310/home/9759644,BRIGHT MLS,VAFX2070382,N,Y,38.7802936,-77.087991
MLS Listing,,Condo/Co-op,2181 Jamieson Ave Unit 1902-2002,Alexandria,VA,22314,825000,3,3.5,CARLYLE TOWERS,1740,,2001,65,474,1049,Active,,,https://www.redfin.com/VA/Alexandria/2181-Jamieson-Ave-22314/home/17062029,BRIGHT MLS,VAAX2011222,N,Y,38.8029799,-77.0671046
MLS Listing,,Townhouse,5315 Jesmond St,Alexandria,VA,22315,825000,3,2.5,KINGSTOWNE SEC 45 SEC 47,2172,2814,1998,47,380,108,Contingent,,,https://www.redfin.com/VA/Alexandria/5315-Jesmond-St-22315/home/9783649,BRIGHT MLS,VAFX2056580,N,Y,38.7749939,-77.1264564
MLS Listing,,Condo/Co-op,400 Madison St #1604,Alexandria,VA,22314,825000,2,2.0,ALEXANDRIA HOUSE,1298,,1975,18,636,1363,Contingent,,,https://www.redfin.com/VA/Alexandria/400-Madison-St-22314/unit-1604/home/11841886,BRIGHT MLS,VAAX2012776,N,Y,38.8124313,-77.0424589
MLS Listing,,Single Family Residential,7300 Hollyford Ln,Alexandria,VA,22315,824999,4,3.5,KINGSTOWNE,1842,7187,1994,4,448,108,Active,,,https://www.redfin.com/VA/Alexandria/7300-Hollyford-Ln-22315/home/9786019,BRIGHT MLS,VAFX2071054,N,Y,38.7584424,-77.1563579
MLS Listing,,Townhouse,5126 Knapp Pl,Alexandria,VA,22304,824999,3,3.5,CAMERON STATION,2440,1090,2001,33,338,137,Active,,,https://www.redfin.com/VA/Alexandria/5126-Knapp-Pl-22304/home/11875206,BRIGHT MLS,VAAX2012340,N,Y,38.8064078,-77.1211775
MLS Listing,,Condo/Co-op,701 Swann Ave Unit TWO-110,Alexandria,VA,22301,822900,2,2.0,POTOMAC YARD,1224,,2022,45,672,630,Active,,,https://www.redfin.com/VA/Alexandria/701-Swann-Ave-22301/unit-TWO-110/home/179142713,BRIGHT MLS,VAAX2012112,N,Y,38.8293894,-77.0502802
